id,fake_date
JfgsCMKJOCMg1O2iK4ObWA,2/18/2011
JfgsCMKJOCMg1O2iK4ObWA,2/19/2011
JfgsCMKJOCMg1O2iK4ObWA,2/26/2011
JfgsCMKJOCMg1O2iK4ObWA,3/9/2011
JfgsCMKJOCMg1O2iK4ObWA,3/11/2011
JfgsCMKJOCMg1O2iK4ObWA,3/14/2011
JfgsCMKJOCMg1O2iK4ObWA,3/25/2011
JfgsCMKJOCMg1O2iK4ObWA,4/1/2011
JfgsCMKJOCMg1O2iK4ObWA,4/8/2011
JfgsCMKJOCMg1O2iK4ObWA,4/21/2011
JfgsCMKJOCMg1O2iK4ObWA,4/27/2011
JfgsCMKJOCMg1O2iK4ObWA,5/6/2011
JfgsCMKJOCMg1O2iK4ObWA,5/19/2011
JfgsCMKJOCMg1O2iK4ObWA,5/25/2011
bAybZImsqUwinMrzZlzVIQ,6/28/2014
bAybZImsqUwinMrzZlzVIQ,6/30/2014
bAybZImsqUwinMrzZlzVIQ,7/2/2014
bAybZImsqUwinMrzZlzVIQ,7/3/2014
bAybZImsqUwinMrzZlzVIQ,7/5/2014
bAybZImsqUwinMrzZlzVIQ,7/6/2014
bAybZImsqUwinMrzZlzVIQ,7/10/2014
bAybZImsqUwinMrzZlzVIQ,7/11/2014
bAybZImsqUwinMrzZlzVIQ,7/13/2014
bAybZImsqUwinMrzZlzVIQ,7/14/2014
bAybZImsqUwinMrzZlzVIQ,7/19/2014
bAybZImsqUwinMrzZlzVIQ,7/21/2014
bAybZImsqUwinMrzZlzVIQ,7/23/2014
bAybZImsqUwinMrzZlzVIQ,7/24/2014
bAybZImsqUwinMrzZlzVIQ,8/1/2014
V86AJK3xytBv2C0bwi9_Ow,2/21/2010
V86AJK3xytBv2C0bwi9_Ow,6/17/2010
V86AJK3xytBv2C0bwi9_Ow,9/10/2010
V86AJK3xytBv2C0bwi9_Ow,1/2/2011
V86AJK3xytBv2C0bwi9_Ow,2/15/2011
V86AJK3xytBv2C0bwi9_Ow,2/24/2011
V86AJK3xytBv2C0bwi9_Ow,3/20/2011
V86AJK3xytBv2C0bwi9_Ow,3/31/2011
V86AJK3xytBv2C0bwi9_Ow,4/22/2011
V86AJK3xytBv2C0bwi9_Ow,9/19/2011
CxQ1m2iY4wQpXC64tSfWgQ,9/29/2009
CxQ1m2iY4wQpXC64tSfWgQ,10/1/2009
CxQ1m2iY4wQpXC64tSfWgQ,10/2/2009
CxQ1m2iY4wQpXC64tSfWgQ,10/3/2009
CxQ1m2iY4wQpXC64tSfWgQ,10/4/2009
CxQ1m2iY4wQpXC64tSfWgQ,10/5/2009
CxQ1m2iY4wQpXC64tSfWgQ,10/6/2009
CxQ1m2iY4wQpXC64tSfWgQ,10/7/2009
CxQ1m2iY4wQpXC64tSfWgQ,10/9/2009
CxQ1m2iY4wQpXC64tSfWgQ,10/12/2009
CxQ1m2iY4wQpXC64tSfWgQ,10/17/2009
CxQ1m2iY4wQpXC64tSfWgQ,10/19/2009
CxQ1m2iY4wQpXC64tSfWgQ,10/26/2009
CxQ1m2iY4wQpXC64tSfWgQ,11/1/2009
Slj9yz_RfDRqiMRH8VxUMQ,9/3/2016
Slj9yz_RfDRqiMRH8VxUMQ,9/6/2016
Slj9yz_RfDRqiMRH8VxUMQ,9/10/2016
Slj9yz_RfDRqiMRH8VxUMQ,9/17/2016
Slj9yz_RfDRqiMRH8VxUMQ,9/21/2016
Slj9yz_RfDRqiMRH8VxUMQ,9/23/2016
Slj9yz_RfDRqiMRH8VxUMQ,9/28/2016
Slj9yz_RfDRqiMRH8VxUMQ,9/30/2016
Slj9yz_RfDRqiMRH8VxUMQ,10/3/2016
Slj9yz_RfDRqiMRH8VxUMQ,10/7/2016
Slj9yz_RfDRqiMRH8VxUMQ,10/9/2016
Slj9yz_RfDRqiMRH8VxUMQ,10/16/2016
Slj9yz_RfDRqiMRH8VxUMQ,10/27/2016
Slj9yz_RfDRqiMRH8VxUMQ,11/12/2016
Slj9yz_RfDRqiMRH8VxUMQ,11/22/2016
bSmQbw5A-WA0TtmFc1NTpQ,5/20/2015
bSmQbw5A-WA0TtmFc1NTpQ,7/14/2015
bSmQbw5A-WA0TtmFc1NTpQ,8/1/2015
bSmQbw5A-WA0TtmFc1NTpQ,8/4/2015
bSmQbw5A-WA0TtmFc1NTpQ,8/5/2015
bSmQbw5A-WA0TtmFc1NTpQ,8/8/2015
bSmQbw5A-WA0TtmFc1NTpQ,8/12/2015
bSmQbw5A-WA0TtmFc1NTpQ,8/20/2015
bSmQbw5A-WA0TtmFc1NTpQ,8/31/2015
bSmQbw5A-WA0TtmFc1NTpQ,11/16/2015
bSmQbw5A-WA0TtmFc1NTpQ,2/27/2016
bSmQbw5A-WA0TtmFc1NTpQ,4/29/2016
bSmQbw5A-WA0TtmFc1NTpQ,5/16/2016
bSmQbw5A-WA0TtmFc1NTpQ,6/21/2016
bSmQbw5A-WA0TtmFc1NTpQ,6/23/2016
TA1KUSCu8GkWP9w0rmElxw,12/3/2008
TA1KUSCu8GkWP9w0rmElxw,12/4/2008
TA1KUSCu8GkWP9w0rmElxw,12/7/2008
TA1KUSCu8GkWP9w0rmElxw,12/8/2008
TA1KUSCu8GkWP9w0rmElxw,12/9/2008
TA1KUSCu8GkWP9w0rmElxw,12/11/2008
TA1KUSCu8GkWP9w0rmElxw,12/12/2008
TA1KUSCu8GkWP9w0rmElxw,12/13/2008
TA1KUSCu8GkWP9w0rmElxw,12/18/2008
TA1KUSCu8GkWP9w0rmElxw,12/19/2008
TA1KUSCu8GkWP9w0rmElxw,12/23/2008
TA1KUSCu8GkWP9w0rmElxw,12/30/2008
TA1KUSCu8GkWP9w0rmElxw,1/5/2009
5Z0M3VkIccVWVKsXDwUgoQ,3/24/2019
5Z0M3VkIccVWVKsXDwUgoQ,4/1/2019
5Z0M3VkIccVWVKsXDwUgoQ,4/2/2019
5Z0M3VkIccVWVKsXDwUgoQ,4/5/2019
5Z0M3VkIccVWVKsXDwUgoQ,4/6/2019
5Z0M3VkIccVWVKsXDwUgoQ,4/8/2019
5Z0M3VkIccVWVKsXDwUgoQ,4/15/2019
5Z0M3VkIccVWVKsXDwUgoQ,4/18/2019
5Z0M3VkIccVWVKsXDwUgoQ,4/20/2019
5Z0M3VkIccVWVKsXDwUgoQ,5/8/2019
5Z0M3VkIccVWVKsXDwUgoQ,5/17/2019
5Z0M3VkIccVWVKsXDwUgoQ,5/22/2019
5Z0M3VkIccVWVKsXDwUgoQ,6/2/2019
dfL1KYHtcs6YaFVx-nZTdQ,4/11/2017
dfL1KYHtcs6YaFVx-nZTdQ,4/12/2017
dfL1KYHtcs6YaFVx-nZTdQ,4/13/2017
dfL1KYHtcs6YaFVx-nZTdQ,4/20/2017
dfL1KYHtcs6YaFVx-nZTdQ,4/23/2017
dfL1KYHtcs6YaFVx-nZTdQ,4/27/2017
dfL1KYHtcs6YaFVx-nZTdQ,4/29/2017
dfL1KYHtcs6YaFVx-nZTdQ,5/4/2017
dfL1KYHtcs6YaFVx-nZTdQ,5/11/2017
dfL1KYHtcs6YaFVx-nZTdQ,5/19/2017
dfL1KYHtcs6YaFVx-nZTdQ,5/23/2017
dfL1KYHtcs6YaFVx-nZTdQ,6/6/2017
dfL1KYHtcs6YaFVx-nZTdQ,6/10/2017
hVL_gLKPoCTMlS5Pux_XWg,3/2/2013
hVL_gLKPoCTMlS5Pux_XWg,3/3/2013
hVL_gLKPoCTMlS5Pux_XWg,3/7/2013
hVL_gLKPoCTMlS5Pux_XWg,3/8/2013
hVL_gLKPoCTMlS5Pux_XWg,3/9/2013
hVL_gLKPoCTMlS5Pux_XWg,3/11/2013
hVL_gLKPoCTMlS5Pux_XWg,3/12/2013
hVL_gLKPoCTMlS5Pux_XWg,3/19/2013
hVL_gLKPoCTMlS5Pux_XWg,3/21/2013
hVL_gLKPoCTMlS5Pux_XWg,3/24/2013
hVL_gLKPoCTMlS5Pux_XWg,3/27/2013
ALYQ-uM_uMkKbkXlhWcgbQ,2/3/2006
ALYQ-uM_uMkKbkXlhWcgbQ,4/5/2006
ALYQ-uM_uMkKbkXlhWcgbQ,8/25/2006
ALYQ-uM_uMkKbkXlhWcgbQ,10/15/2006
ALYQ-uM_uMkKbkXlhWcgbQ,10/16/2006
ALYQ-uM_uMkKbkXlhWcgbQ,10/29/2006
ALYQ-uM_uMkKbkXlhWcgbQ,10/30/2006
ALYQ-uM_uMkKbkXlhWcgbQ,10/31/2006
ALYQ-uM_uMkKbkXlhWcgbQ,1/4/2007
ALYQ-uM_uMkKbkXlhWcgbQ,1/13/2007
ALYQ-uM_uMkKbkXlhWcgbQ,1/22/2007
ALYQ-uM_uMkKbkXlhWcgbQ,2/7/2007
ALYQ-uM_uMkKbkXlhWcgbQ,3/28/2007
ALYQ-uM_uMkKbkXlhWcgbQ,4/13/2007
ALYQ-uM_uMkKbkXlhWcgbQ,5/15/2007
ALYQ-uM_uMkKbkXlhWcgbQ,6/6/2007
K10Bdyt8gtwXNOoj87ZvuQ,6/2/2013
K10Bdyt8gtwXNOoj87ZvuQ,6/3/2013
K10Bdyt8gtwXNOoj87ZvuQ,6/8/2013
K10Bdyt8gtwXNOoj87ZvuQ,6/12/2013
K10Bdyt8gtwXNOoj87ZvuQ,6/13/2013
K10Bdyt8gtwXNOoj87ZvuQ,6/19/2013
K10Bdyt8gtwXNOoj87ZvuQ,6/22/2013
K10Bdyt8gtwXNOoj87ZvuQ,6/27/2013
K10Bdyt8gtwXNOoj87ZvuQ,7/7/2013
K10Bdyt8gtwXNOoj87ZvuQ,7/9/2013
K10Bdyt8gtwXNOoj87ZvuQ,7/20/2013
K10Bdyt8gtwXNOoj87ZvuQ,7/31/2013
K10Bdyt8gtwXNOoj87ZvuQ,8/16/2013
vFulipMlcFyN60_SyAhjyA,12/19/2014
vFulipMlcFyN60_SyAhjyA,12/23/2014
vFulipMlcFyN60_SyAhjyA,12/27/2014
vFulipMlcFyN60_SyAhjyA,12/28/2014
vFulipMlcFyN60_SyAhjyA,12/29/2014
vFulipMlcFyN60_SyAhjyA,12/30/2014
vFulipMlcFyN60_SyAhjyA,1/1/2015
vFulipMlcFyN60_SyAhjyA,1/8/2015
vFulipMlcFyN60_SyAhjyA,1/16/2015
vFulipMlcFyN60_SyAhjyA,1/21/2015
vFulipMlcFyN60_SyAhjyA,1/30/2015
vFulipMlcFyN60_SyAhjyA,2/21/2015
vFulipMlcFyN60_SyAhjyA,3/13/2015
DTALvZKBJH8XVAKfcQseYQ,6/25/2016
DTALvZKBJH8XVAKfcQseYQ,6/26/2016
DTALvZKBJH8XVAKfcQseYQ,6/27/2016
DTALvZKBJH8XVAKfcQseYQ,6/29/2016
DTALvZKBJH8XVAKfcQseYQ,6/30/2016
DTALvZKBJH8XVAKfcQseYQ,7/4/2016
DTALvZKBJH8XVAKfcQseYQ,7/8/2016
DTALvZKBJH8XVAKfcQseYQ,7/15/2016
DTALvZKBJH8XVAKfcQseYQ,7/16/2016
DTALvZKBJH8XVAKfcQseYQ,7/17/2016
DTALvZKBJH8XVAKfcQseYQ,7/23/2016
DTALvZKBJH8XVAKfcQseYQ,7/27/2016
DTALvZKBJH8XVAKfcQseYQ,8/6/2016
DTALvZKBJH8XVAKfcQseYQ,8/22/2016
14nIlMhxTXWnJg0Glrr-PQ,4/21/2006
14nIlMhxTXWnJg0Glrr-PQ,1/24/2007
14nIlMhxTXWnJg0Glrr-PQ,3/12/2007
14nIlMhxTXWnJg0Glrr-PQ,5/5/2007
14nIlMhxTXWnJg0Glrr-PQ,8/29/2007
14nIlMhxTXWnJg0Glrr-PQ,9/13/2007
14nIlMhxTXWnJg0Glrr-PQ,10/3/2007
14nIlMhxTXWnJg0Glrr-PQ,10/9/2007
14nIlMhxTXWnJg0Glrr-PQ,10/31/2007
14nIlMhxTXWnJg0Glrr-PQ,1/25/2008
14nIlMhxTXWnJg0Glrr-PQ,1/30/2008
14nIlMhxTXWnJg0Glrr-PQ,6/23/2008
14nIlMhxTXWnJg0Glrr-PQ,9/6/2008
oGshUJhbJsjsnaQZXJaDNA,11/24/2006
oGshUJhbJsjsnaQZXJaDNA,1/10/2007
oGshUJhbJsjsnaQZXJaDNA,2/2/2007
oGshUJhbJsjsnaQZXJaDNA,2/20/2007
oGshUJhbJsjsnaQZXJaDNA,5/19/2007
oGshUJhbJsjsnaQZXJaDNA,7/15/2007
oGshUJhbJsjsnaQZXJaDNA,10/19/2007
oGshUJhbJsjsnaQZXJaDNA,10/23/2007
oGshUJhbJsjsnaQZXJaDNA,11/23/2007
oGshUJhbJsjsnaQZXJaDNA,6/13/2008
oGshUJhbJsjsnaQZXJaDNA,10/8/2008
oGshUJhbJsjsnaQZXJaDNA,1/30/2009
oGshUJhbJsjsnaQZXJaDNA,2/12/2009
g9YfGaCb49yrLb7FpD9A7g,1/30/2007
g9YfGaCb49yrLb7FpD9A7g,7/25/2008
g9YfGaCb49yrLb7FpD9A7g,2/14/2009
g9YfGaCb49yrLb7FpD9A7g,5/11/2009
g9YfGaCb49yrLb7FpD9A7g,9/2/2009
g9YfGaCb49yrLb7FpD9A7g,10/24/2009
g9YfGaCb49yrLb7FpD9A7g,11/13/2009
g9YfGaCb49yrLb7FpD9A7g,12/17/2009
g9YfGaCb49yrLb7FpD9A7g,3/14/2010
g9YfGaCb49yrLb7FpD9A7g,6/28/2010
g9YfGaCb49yrLb7FpD9A7g,8/1/2010
g9YfGaCb49yrLb7FpD9A7g,8/9/2010
ZdEohT36LcY3eKh4fJMGRQ,12/11/2006
ZdEohT36LcY3eKh4fJMGRQ,8/20/2007
ZdEohT36LcY3eKh4fJMGRQ,10/1/2007
ZdEohT36LcY3eKh4fJMGRQ,3/5/2008
ZdEohT36LcY3eKh4fJMGRQ,3/9/2008
ZdEohT36LcY3eKh4fJMGRQ,3/30/2008
ZdEohT36LcY3eKh4fJMGRQ,4/15/2008
ZdEohT36LcY3eKh4fJMGRQ,4/18/2008
ZdEohT36LcY3eKh4fJMGRQ,5/15/2008
ZdEohT36LcY3eKh4fJMGRQ,8/6/2008
ZdEohT36LcY3eKh4fJMGRQ,9/16/2008
ZdEohT36LcY3eKh4fJMGRQ,11/9/2008
ZdEohT36LcY3eKh4fJMGRQ,1/17/2009
ZdEohT36LcY3eKh4fJMGRQ,2/1/2009
qJAoMZ773AMxN3ewp8cbQA,8/14/2013
qJAoMZ773AMxN3ewp8cbQA,10/19/2013
qJAoMZ773AMxN3ewp8cbQA,1/19/2014
qJAoMZ773AMxN3ewp8cbQA,1/27/2014
qJAoMZ773AMxN3ewp8cbQA,2/10/2014
qJAoMZ773AMxN3ewp8cbQA,2/24/2014
qJAoMZ773AMxN3ewp8cbQA,3/4/2014
qJAoMZ773AMxN3ewp8cbQA,3/7/2014
qJAoMZ773AMxN3ewp8cbQA,3/23/2014
qJAoMZ773AMxN3ewp8cbQA,4/21/2014
qJAoMZ773AMxN3ewp8cbQA,5/3/2014
qJAoMZ773AMxN3ewp8cbQA,6/2/2014
qJAoMZ773AMxN3ewp8cbQA,7/1/2014
qJAoMZ773AMxN3ewp8cbQA,7/19/2014
qJAoMZ773AMxN3ewp8cbQA,8/3/2014
9XUI9R55hL5Jb8IVeArs5g,5/1/2015
9XUI9R55hL5Jb8IVeArs5g,5/4/2015
9XUI9R55hL5Jb8IVeArs5g,5/7/2015
9XUI9R55hL5Jb8IVeArs5g,5/10/2015
9XUI9R55hL5Jb8IVeArs5g,5/13/2015
9XUI9R55hL5Jb8IVeArs5g,5/15/2015
9XUI9R55hL5Jb8IVeArs5g,5/16/2015
9XUI9R55hL5Jb8IVeArs5g,5/18/2015
9XUI9R55hL5Jb8IVeArs5g,5/19/2015
9XUI9R55hL5Jb8IVeArs5g,5/24/2015
9XUI9R55hL5Jb8IVeArs5g,5/26/2015
57d0Gmx4JKuKQWyJYu0yfg,7/27/2017
57d0Gmx4JKuKQWyJYu0yfg,7/28/2017
57d0Gmx4JKuKQWyJYu0yfg,7/30/2017
57d0Gmx4JKuKQWyJYu0yfg,7/31/2017
57d0Gmx4JKuKQWyJYu0yfg,8/1/2017
57d0Gmx4JKuKQWyJYu0yfg,8/4/2017
57d0Gmx4JKuKQWyJYu0yfg,8/5/2017
57d0Gmx4JKuKQWyJYu0yfg,8/6/2017
57d0Gmx4JKuKQWyJYu0yfg,8/8/2017
57d0Gmx4JKuKQWyJYu0yfg,8/9/2017
57d0Gmx4JKuKQWyJYu0yfg,8/14/2017
57d0Gmx4JKuKQWyJYu0yfg,8/17/2017
57d0Gmx4JKuKQWyJYu0yfg,8/22/2017
eMJGDVzTH7mbGNWIfz6jcQ,4/14/2006
eMJGDVzTH7mbGNWIfz6jcQ,5/21/2007
eMJGDVzTH7mbGNWIfz6jcQ,8/24/2007
eMJGDVzTH7mbGNWIfz6jcQ,8/29/2007
eMJGDVzTH7mbGNWIfz6jcQ,9/15/2007
eMJGDVzTH7mbGNWIfz6jcQ,12/30/2007
eMJGDVzTH7mbGNWIfz6jcQ,1/4/2008
eMJGDVzTH7mbGNWIfz6jcQ,1/17/2008
eMJGDVzTH7mbGNWIfz6jcQ,2/29/2008
eMJGDVzTH7mbGNWIfz6jcQ,5/12/2008
eMJGDVzTH7mbGNWIfz6jcQ,6/15/2008
eMJGDVzTH7mbGNWIfz6jcQ,8/3/2008
eMJGDVzTH7mbGNWIfz6jcQ,9/10/2008
eMJGDVzTH7mbGNWIfz6jcQ,12/7/2008
9VWaP_2svx5SYdAisNkRYQ,1/23/2019
9VWaP_2svx5SYdAisNkRYQ,1/26/2019
9VWaP_2svx5SYdAisNkRYQ,1/31/2019
9VWaP_2svx5SYdAisNkRYQ,2/2/2019
9VWaP_2svx5SYdAisNkRYQ,2/4/2019
9VWaP_2svx5SYdAisNkRYQ,2/5/2019
9VWaP_2svx5SYdAisNkRYQ,2/8/2019
9VWaP_2svx5SYdAisNkRYQ,2/9/2019
9VWaP_2svx5SYdAisNkRYQ,2/10/2019
9VWaP_2svx5SYdAisNkRYQ,2/16/2019
9VWaP_2svx5SYdAisNkRYQ,2/19/2019
vQgMPq9_YttFX6nau6PomA,1/25/2020
vQgMPq9_YttFX6nau6PomA,1/26/2020
vQgMPq9_YttFX6nau6PomA,1/27/2020
vQgMPq9_YttFX6nau6PomA,1/28/2020
vQgMPq9_YttFX6nau6PomA,1/29/2020
vQgMPq9_YttFX6nau6PomA,1/31/2020
7895YHS5qGu03R-C6aYg9g,5/28/2012
7895YHS5qGu03R-C6aYg9g,5/29/2012
7895YHS5qGu03R-C6aYg9g,6/1/2012
7895YHS5qGu03R-C6aYg9g,6/3/2012
7895YHS5qGu03R-C6aYg9g,6/4/2012
7895YHS5qGu03R-C6aYg9g,6/5/2012
7895YHS5qGu03R-C6aYg9g,6/8/2012
7895YHS5qGu03R-C6aYg9g,6/9/2012
7895YHS5qGu03R-C6aYg9g,6/11/2012
7895YHS5qGu03R-C6aYg9g,6/12/2012
7895YHS5qGu03R-C6aYg9g,6/14/2012
7895YHS5qGu03R-C6aYg9g,6/17/2012
7895YHS5qGu03R-C6aYg9g,6/20/2012
0qJXSTFBnNoh5lMD3LgE0Q,5/1/2006
0qJXSTFBnNoh5lMD3LgE0Q,10/11/2006
0qJXSTFBnNoh5lMD3LgE0Q,5/2/2007
0qJXSTFBnNoh5lMD3LgE0Q,9/9/2007
0qJXSTFBnNoh5lMD3LgE0Q,10/11/2007
0qJXSTFBnNoh5lMD3LgE0Q,10/13/2007
0qJXSTFBnNoh5lMD3LgE0Q,11/12/2007
0qJXSTFBnNoh5lMD3LgE0Q,11/13/2007
0qJXSTFBnNoh5lMD3LgE0Q,11/18/2007
0qJXSTFBnNoh5lMD3LgE0Q,1/20/2008
0qJXSTFBnNoh5lMD3LgE0Q,2/29/2008
0qJXSTFBnNoh5lMD3LgE0Q,4/15/2008
0qJXSTFBnNoh5lMD3LgE0Q,4/30/2008
0qJXSTFBnNoh5lMD3LgE0Q,5/24/2008
KD3vnYvuHpfC_sYeWkgUTA,11/26/2016
KD3vnYvuHpfC_sYeWkgUTA,12/1/2016
KD3vnYvuHpfC_sYeWkgUTA,12/3/2016
KD3vnYvuHpfC_sYeWkgUTA,12/4/2016
KD3vnYvuHpfC_sYeWkgUTA,12/5/2016
KD3vnYvuHpfC_sYeWkgUTA,12/7/2016
KD3vnYvuHpfC_sYeWkgUTA,12/17/2016
KD3vnYvuHpfC_sYeWkgUTA,12/20/2016
KD3vnYvuHpfC_sYeWkgUTA,12/26/2016
KD3vnYvuHpfC_sYeWkgUTA,12/28/2016
KD3vnYvuHpfC_sYeWkgUTA,12/31/2016
KD3vnYvuHpfC_sYeWkgUTA,1/10/2017
WpC8T9oazzH7A7yR5e56Vg,10/30/2014
WpC8T9oazzH7A7yR5e56Vg,10/31/2014
WpC8T9oazzH7A7yR5e56Vg,11/2/2014
WpC8T9oazzH7A7yR5e56Vg,11/3/2014
WpC8T9oazzH7A7yR5e56Vg,11/4/2014
WpC8T9oazzH7A7yR5e56Vg,11/7/2014
WpC8T9oazzH7A7yR5e56Vg,11/11/2014
WpC8T9oazzH7A7yR5e56Vg,11/13/2014
WpC8T9oazzH7A7yR5e56Vg,11/20/2014
WpC8T9oazzH7A7yR5e56Vg,12/1/2014
WpC8T9oazzH7A7yR5e56Vg,12/4/2014
GgwjulR_-ik36RnEr_MVug,4/1/2016
GgwjulR_-ik36RnEr_MVug,4/3/2016
GgwjulR_-ik36RnEr_MVug,4/4/2016
GgwjulR_-ik36RnEr_MVug,4/5/2016
GgwjulR_-ik36RnEr_MVug,4/7/2016
GgwjulR_-ik36RnEr_MVug,4/8/2016
GgwjulR_-ik36RnEr_MVug,4/16/2016
GgwjulR_-ik36RnEr_MVug,4/19/2016
GgwjulR_-ik36RnEr_MVug,4/20/2016
GgwjulR_-ik36RnEr_MVug,5/2/2016
GgwjulR_-ik36RnEr_MVug,5/12/2016
GgwjulR_-ik36RnEr_MVug,5/14/2016
GgwjulR_-ik36RnEr_MVug,5/15/2016
4fzjAjzLCnjWfQP1sOHiwA,9/3/2006
4fzjAjzLCnjWfQP1sOHiwA,10/18/2006
4fzjAjzLCnjWfQP1sOHiwA,10/25/2006
4fzjAjzLCnjWfQP1sOHiwA,11/23/2006
4fzjAjzLCnjWfQP1sOHiwA,1/23/2007
4fzjAjzLCnjWfQP1sOHiwA,1/26/2007
4fzjAjzLCnjWfQP1sOHiwA,1/31/2007
4fzjAjzLCnjWfQP1sOHiwA,2/7/2007
4fzjAjzLCnjWfQP1sOHiwA,2/15/2007
4fzjAjzLCnjWfQP1sOHiwA,4/26/2007
4fzjAjzLCnjWfQP1sOHiwA,6/7/2007
4fzjAjzLCnjWfQP1sOHiwA,8/19/2007
4fzjAjzLCnjWfQP1sOHiwA,10/1/2007
4fzjAjzLCnjWfQP1sOHiwA,11/17/2007
Pl2c7HLD9UgFL2zHP0cZVQ,12/21/2013
Pl2c7HLD9UgFL2zHP0cZVQ,12/31/2013
Pl2c7HLD9UgFL2zHP0cZVQ,1/12/2014
Pl2c7HLD9UgFL2zHP0cZVQ,1/22/2014
Pl2c7HLD9UgFL2zHP0cZVQ,1/23/2014
Pl2c7HLD9UgFL2zHP0cZVQ,1/25/2014
Pl2c7HLD9UgFL2zHP0cZVQ,1/29/2014
Pl2c7HLD9UgFL2zHP0cZVQ,1/31/2014
Pl2c7HLD9UgFL2zHP0cZVQ,2/17/2014
Pl2c7HLD9UgFL2zHP0cZVQ,2/20/2014
Pl2c7HLD9UgFL2zHP0cZVQ,3/8/2014
Pl2c7HLD9UgFL2zHP0cZVQ,3/29/2014
Pl2c7HLD9UgFL2zHP0cZVQ,4/13/2014
bsjyXlPMSPHFLKf89mTvbw,2/24/2020
bsjyXlPMSPHFLKf89mTvbw,2/26/2020
bsjyXlPMSPHFLKf89mTvbw,2/28/2020
bsjyXlPMSPHFLKf89mTvbw,2/29/2020
bsjyXlPMSPHFLKf89mTvbw,3/5/2020
bsjyXlPMSPHFLKf89mTvbw,3/7/2020
bsjyXlPMSPHFLKf89mTvbw,3/10/2020
bsjyXlPMSPHFLKf89mTvbw,3/21/2020
59qvYQ6joOWJpwR3kfy7jQ,7/19/2008
59qvYQ6joOWJpwR3kfy7jQ,11/18/2008
59qvYQ6joOWJpwR3kfy7jQ,1/22/2009
